q101b1,q101c1,q101e1,q101f1,q101g1,q101h1,q101i1,q101m1,q203,q206,q207,q211,q212,q213,q301
1,199509,1,4,1,1,6,1,-1,-1,-1,2,1,2,-1
1,198503,1,3,1,1,1,1,15,1,2000,4,1,3,-1
2,198304,1,7,2,2,1,1,4,1,3000,2,1,2,201002
2,198612,1,3,1,2,1,1,6,1,1500,4,1,2,200910
2,198509,1,6,1,2,1,1,4,1,2000,5,1,2,200909
2,197710,3,4,1,3,3,1,-1,-1,-1,2,2,-1,199806
1,198602,1,3,1,2,1,1,5,1,2000,4,1,1,200907
2,197109,1,2,1,2,1,1,6,3,1500,2,2,-1,199109
1,196304,1,5,1,2,1,1,8,1,1800,2,2,-1,199701
2,197903,1,8,2,2,1,1,12,1,3000,2,1,1,200703
1,196807,1,7,2,2,1,1,15,1,1200,2,3,-1,199903
1,199601,1,3,1,1,1,1,8,2,2200,4,2,-1,-1
2,199407,1,4,1,1,6,2,-1,-1,-1,4,2,-1,-1
1,198710,1,3,1,2,1,1,7,1,2000,9,2,-1,201103
1,197210,1,3,1,2,1,3,14,1,1800,4,2,-1,199412
2,198204,1,7,1,2,1,1,12,1,5000,2,2,-1,201112
1,198810,1,4,1,1,1,1,6,1,8000,2,2,-1,-1
1,198211,1,3,1,2,1,1,4,3,1500,1,2,-1,200312
1,196202,1,4,1,2,1,1,4,1,1500,9,2,-1,198601
2,198408,1,3,1,2,1,1,7,1,2000,9,1,3,200612
1,198005,1,7,2,2,1,1,13,1,1000,2,1,1,200401
1,197611,4,7,2,2,1,1,6,1,2000,6,1,2,200805
1,195502,1,3,1,5,1,1,8,1,1800,4,2,-1,198102
2,195408,1,1,2,2,1,1,7,1,2000,9,2,-1,197801
1,196804,1,6,1,2,1,1,9,2,30000,6,2,-1,199112
2,197411,1,4,1,2,1,1,13,1,6000,2,1,2,199912
1,196410,1,4,1,2,1,1,8,3,1400,9,2,-1,198801
1,198410,1,3,1,1,1,1,7,1,1800,4,2,-1,-1
2,198511,1,3,2,1,1,1,8,1,2500,2,2,-1,-1
2,197701,1,7,2,1,1,1,9,1,2500,2,1,2,-1
1,199208,1,3,1,1,1,1,14,1,1500,4,2,-1,-1
2,196809,1,3,1,2,1,1,4,2,5000,6,2,-1,199012
2,198803,1,3,1,2,1,1,7,1,1500,9,2,-1,201112
2,197901,1,4,1,2,5,1,-1,-1,-1,2,2,-1,200203
2,197710,1,3,2,2,1,1,8,4,5000,2,3,-1,199909
2,198107,1,7,1,2,1,1,8,2,10000,4,1,1,200612
1,199110,1,6,1,1,1,1,8,1,3000,2,2,-1,-1
1,197109,1,7,1,2,1,1,15,1,5000,2,3,-1,200503
1,197303,1,3,1,2,1,1,6,3,2000,2,2,-1,199412
1,198101,1,3,1,2,1,1,6,1,3000,5,2,-1,200410
2,199212,1,7,2,1,6,1,-1,-1,-1,2,2,-1,-1
1,197611,1,8,2,2,6,1,-1,-1,-1,2,2,-1,200302
2,198202,1,4,2,2,5,1,-1,-1,-1,2,2,-1,200704
1,198504,1,6,1,2,1,1,7,1,2800,4,1,1,201110
1,195711,1,2,1,2,1,1,8,1,1500,4,2,-1,198410
2,198303,1,4,2,2,5,1,-1,-1,-1,2,2,-1,200805
1,198106,7,7,2,2,1,1,14,1,5500,2,2,-1,200712
2,198609,1,4,1,2,5,1,-1,-1,-1,2,2,-1,200910
2,198808,1,4,2,2,1,2,9,1,5000,2,2,-1,201005
2,197808,1,8,2,2,1,1,12,1,500,2,1,1,201005
1,199006,1,6,1,1,6,2,-1,-1,-1,1,2,-1,-1
1,197112,1,4,1,2,1,1,8,1,1500,4,1,1,199812
2,198202,1,3,1,1,1,1,6,1,1600,1,2,-1,-1
1,197610,1,7,1,2,1,2,13,2,3000,2,2,-1,201012
1,198011,1,4,2,2,1,2,4,1,7000,2,2,-1,201101
2,196110,1,4,1,4,1,2,4,3,10000,1,2,-1,198301
1,196408,1,3,1,2,1,2,8,1,1400,4,2,-1,198912
1,196501,1,4,1,2,1,1,8,1,1200,2,2,-1,198708
1,196303,1,4,1,2,1,1,15,1,2000,2,2,-1,198701
2,199004,1,6,1,1,1,2,12,1,1300,4,2,-1,-1
1,196211,1,3,1,2,1,1,8,3,3000,2,2,-1,198312
1,197910,1,3,1,2,1,1,7,3,2000,1,2,-1,200403
1,199110,1,7,1,1,1,2,13,1,2000,4,1,1,-1
2,197709,1,3,1,2,1,2,6,3,3000,2,2,-1,199912
2,199007,1,3,1,2,1,2,6,3,2000,1,2,-1,201202
2,198409,1,5,2,2,1,1,8,1,4000,7,1,1,200510
1,197510,1,6,2,3,1,1,8,1,2000,4,1,1,200604
2,197512,1,2,1,2,1,1,15,3,2000,2,2,-1,199810
2,196712,1,3,1,2,1,1,6,3,5000,1,2,-1,199105
1,196403,1,3,1,2,1,1,6,3,3000,6,2,-1,198712
1,198009,1,3,1,2,4,1,-1,-1,-1,2,2,-1,200101
1,196802,1,3,1,2,1,1,8,1,3000,4,1,1,199208
2,197607,1,7,2,2,4,1,-1,-1,-1,2,2,-1,201104
2,198203,1,7,2,2,1,1,13,1,5000,2,1,3,200909
2,198608,1,4,1,2,1,1,8,3,3000,2,2,-1,200903
1,196705,1,5,1,2,1,1,15,3,1000,2,2,-1,199502
1,197911,1,6,1,2,1,1,6,3,500,2,2,-1,-9
1,198406,2,6,2,2,1,1,15,1,4500,2,1,1,-9
1,198512,1,6,1,1,1,1,12,1,3300,2,1,1,-1
2,197912,1,4,2,2,1,1,6,3,4000,2,2,-1,200612
1,198309,1,4,1,1,1,1,15,3,5000,2,2,-1,-1
2,196010,1,2,1,2,1,1,15,3,5000,2,2,-1,198308
2,197207,1,2,2,2,1,2,15,2,4000,2,2,-1,-9
2,198402,1,6,2,2,1,2,15,1,5000,2,1,1,201112
2,198311,1,7,2,2,1,2,15,1,3000,2,1,1,200910
1,198808,1,3,1,1,1,2,6,3,5000,2,2,-1,-1
1,198102,1,3,1,2,1,1,7,1,5000,2,2,-1,200610
2,198602,1,7,2,1,1,2,8,1,3700,2,2,-1,-1
2,198905,1,3,1,2,4,2,-1,-1,-1,2,2,-1,-9
1,198204,1,4,1,2,1,1,6,2,3000,2,2,-1,200604
2,199312,1,3,1,1,3,2,-1,-1,-1,2,2,-1,-1
2,197706,1,4,2,1,1,2,15,1,2500,2,2,-1,-1
2,196402,1,3,1,2,1,1,15,1,1500,4,2,-1,-9
2,198512,1,5,2,2,1,1,7,1,2000,4,2,-1,-9
2,198608,1,6,2,1,1,1,7,1,2100,4,2,-1,-1
1,198412,1,3,1,2,1,1,6,1,2200,2,2,-1,200612
1,197411,1,4,1,2,1,1,6,3,3800,2,2,-1,199611
2,197310,1,4,1,2,5,1,-1,-1,-1,2,2,-1,199302
2,196208,1,3,1,2,5,2,-1,-1,-1,2,2,-1,198506
1,198905,1,4,1,1,1,2,7,1,2800,4,2,-1,-1
2,196808,1,2,1,2,1,1,8,3,600,2,2,-1,199312
2,198206,1,4,1,2,1,1,6,3,2800,2,2,-1,200212
1,196904,1,3,2,2,1,1,6,3,4500,2,2,-1,199001
2,197909,1,4,1,2,1,1,13,3,8000,2,2,-1,200510
1,197601,1,3,1,2,1,1,8,3,1800,2,2,-1,199712
2,198707,1,4,1,1,1,1,4,1,3500,6,2,-1,-1
1,196603,1,4,1,2,1,2,6,3,3000,2,2,-1,198712
1,197904,1,6,1,2,1,1,7,3,2200,2,2,-1,200312
2,196406,1,2,1,2,1,2,6,4,2800,4,2,-1,198701
2,199604,1,3,2,2,5,1,-1,-1,-1,2,2,-1,-9
2,198311,3,8,2,1,1,3,12,1,4000,2,2,-1,-1
2,198001,1,4,1,2,1,1,8,3,4800,2,2,-1,200712
1,198402,1,4,1,2,1,1,7,1,2500,2,2,-1,200801
2,197706,1,4,1,2,1,1,8,3,2000,2,2,-1,-9
2,197409,1,4,1,2,1,1,8,1,2500,2,2,-1,199708
2,197610,1,3,1,2,1,1,7,2,2000,2,2,-1,199812
2,197906,1,3,1,2,1,1,8,1,1400,2,2,-1,200301
2,198208,1,3,1,2,1,1,8,1,2000,2,2,-1,200702
2,195612,1,2,1,2,1,1,8,1,3500,2,2,-1,197610
2,198102,3,3,1,2,1,1,6,1,5000,2,2,-1,200609
2,198102,1,3,1,2,1,1,6,1,2000,2,2,-1,200609
2,198507,1,4,2,2,1,1,7,1,2000,1,2,-1,200805
2,198710,1,4,1,2,1,1,8,1,2800,2,2,-1,200805
2,198604,1,4,1,2,1,1,8,1,2900,2,2,-1,200910
2,198305,1,4,1,2,1,1,8,1,3000,2,2,-1,200605
2,197504,1,3,1,3,1,1,8,1,2500,2,2,-1,199912
2,198106,1,4,1,2,1,1,8,3,1900,4,2,-1,201008
2,198103,1,4,1,2,1,1,8,1,2000,2,1,1,200001
2,197606,1,2,1,2,1,1,8,1,1700,2,1,1,199604
1,197511,1,6,1,2,1,1,8,3,2000,2,2,-1,200207
2,198211,1,4,1,2,3,1,-1,-1,-1,2,1,1,201012
2,198205,1,4,1,2,1,1,8,1,2200,2,2,-1,200505
2,197806,1,3,1,2,1,2,8,4,2000,5,2,-1,200005
1,198510,1,3,1,2,1,1,8,1,2200,4,1,1,201010
2,197410,1,4,1,2,1,1,8,1,1950,4,2,-1,199302
2,197610,1,7,2,2,1,1,8,1,4000,7,1,3,200202
2,197310,2,6,2,2,1,1,9,1,3000,7,2,-1,200405
1,195904,1,3,1,2,1,1,8,1,2000,4,1,3,199312
1,198503,1,3,1,2,1,1,8,1,1200,4,2,-1,201104
1,197008,1,8,2,2,1,2,6,1,9000,7,1,3,200312
2,198310,1,7,2,2,1,2,12,1,9000,5,1,3,201202
2,195907,1,4,2,2,1,2,15,1,3000,4,2,-1,198405
2,197611,1,3,1,2,1,1,8,1,1900,4,2,-1,200012
2,198110,1,6,2,1,1,1,13,1,5000,4,1,1,-1
2,197907,1,3,1,2,1,1,8,1,3500,4,2,-1,200012
2,197310,1,3,1,2,1,1,8,1,1600,4,2,-1,199512
2,198409,1,4,1,2,1,1,13,1,2500,4,1,1,201110
2,198107,1,6,2,2,4,1,-1,-1,-1,2,2,-1,200002
1,198804,1,7,1,2,1,2,1,1,8000,1,2,-1,201010
1,198409,1,3,1,2,1,1,8,1,2300,4,1,1,200709
2,197204,1,2,1,2,1,1,8,1,1560,4,2,-1,199212
1,196811,1,7,2,2,1,1,13,1,8000,7,1,1,199210
1,197201,1,3,1,2,1,1,6,2,5000,7,2,-1,199312
2,198103,1,7,2,2,1,1,15,1,3800,7,1,1,200805
1,199212,1,6,2,1,6,2,-1,-1,-1,7,2,-1,-1
1,197301,1,4,2,2,1,2,13,1,5000,7,1,1,199410
2,196810,1,6,2,2,1,1,6,1,4000,7,1,1,199205
2,197010,1,7,2,2,1,2,15,1,5000,7,1,1,200505
1,197812,1,7,2,2,1,1,13,1,5000,7,1,1,200005
2,197204,14,7,2,2,1,1,13,1,5000,7,1,2,199807
1,196310,1,6,2,2,4,1,-1,-1,-1,7,2,-1,198707
2,199402,1,4,2,1,6,2,-1,-1,-1,5,1,1,-1
1,197705,1,7,2,1,1,2,13,1,5000,7,1,1,-1
1,199701,1,3,2,1,6,4,-1,-1,-1,7,2,-1,-1
1,197704,1,6,2,2,1,1,15,1,6000,7,1,1,201005
2,197409,1,3,2,2,1,1,9,1,5000,7,1,1,199805
1,197510,1,7,2,2,1,2,13,1,10000,7,1,1,200405
2,198004,1,7,2,2,5,1,-1,-1,-1,7,2,-1,200909
2,197008,1,6,2,2,1,2,14,1,7000,7,1,1,199405
1,196708,1,7,2,2,1,1,13,1,5000,7,2,-1,199910
2,197805,1,7,2,4,1,1,12,1,2500,5,1,1,200410
2,198207,1,7,2,2,1,1,15,1,7000,7,1,1,200605
2,197712,1,7,2,2,1,1,7,3,5000,7,1,2,200406
1,196811,1,7,2,2,1,1,10,2,20000,2,1,2,200601
1,198211,1,5,2,1,1,1,15,3,8000,7,2,-1,-1
1,197812,1,7,2,2,1,1,11,2,4000,7,1,3,-9
2,197511,1,7,2,2,1,1,12,1,5000,7,1,1,200407
2,197510,1,7,2,2,1,1,13,2,5000,7,1,1,200006
1,195303,1,6,2,2,7,1,-1,-1,-1,7,2,-1,197307
1,199312,1,6,2,1,6,1,-1,-1,-1,5,2,-1,-1
2,199104,1,6,1,1,1,1,12,1,3100,2,1,3,-1
2,199204,1,5,1,1,1,1,12,1,2800,2,1,2,-1
2,198501,1,7,2,1,1,3,12,1,3000,2,1,3,-1
1,197111,1,7,2,2,1,1,6,2,10000,7,1,2,200302
2,198005,1,5,2,2,1,1,3,1,4500,7,1,1,200308
1,197601,1,7,2,2,1,1,15,2,18000,7,1,2,-9
2,197507,1,4,2,2,5,1,-1,-1,-1,7,3,-1,200012
1,199209,11,2,1,1,1,1,10,1,1000,4,2,-1,-1
2,198706,1,7,2,1,1,1,12,1,2800,2,1,2,-1
2,197409,1,3,2,2,1,1,9,1,2000,7,1,2,200506
1,197303,1,3,1,1,1,1,6,3,4000,5,2,-1,-1
1,198805,1,3,1,2,1,1,2,1,2000,4,2,-1,-9
1,197307,1,3,1,2,1,2,4,3,5000,7,1,2,199507
2,197602,1,4,1,2,5,1,-1,-1,-1,7,1,1,199905
1,197102,1,4,2,2,1,2,7,1,3000,7,1,2,199203
1,196308,1,6,2,2,1,2,12,1,2000,7,2,-1,198705
2,197509,1,7,2,2,1,2,4,1,5000,7,1,1,199708
2,197404,14,6,2,2,1,1,13,3,5000,7,2,-1,200210
1,197612,1,7,2,2,1,1,13,1,9000,7,1,1,200303
1,197404,1,6,2,2,1,2,13,1,6800,7,1,3,200410
1,197207,1,3,1,2,1,1,6,2,50000,7,2,-1,199403
1,196909,2,6,2,2,1,1,2,1,5000,7,1,2,199510
1,199208,1,7,1,1,6,1,-1,-1,-1,7,2,-1,-1
1,197301,1,7,2,2,1,1,13,1,7000,7,1,1,199912
2,198002,1,6,2,2,1,3,13,1,8000,7,1,2,201110
1,197502,1,7,2,2,1,1,1,1,8000,7,1,2,200208
1,198107,1,7,2,2,1,2,15,1,8000,7,1,1,200910
2,198807,1,7,2,2,4,1,-1,-1,-1,7,2,-1,201105
2,197902,1,7,2,2,1,2,12,1,4000,7,1,1,200506
2,197706,1,7,2,2,1,2,6,2,5000,7,2,-1,200609
1,198901,1,6,2,1,6,2,-1,-1,-1,7,3,-1,-1
2,197501,1,4,2,2,1,1,7,2,8000,7,2,-1,199903
2,198004,1,3,1,2,1,1,8,1,2000,2,2,-1,200208
2,198810,1,6,2,1,1,1,9,1,3700,2,1,3,-1
1,198204,1,7,2,1,1,1,12,1,5000,2,1,3,-1
1,199005,1,5,2,1,1,1,6,1,3000,2,2,-1,-1
2,199107,1,5,1,1,1,1,6,1,3000,2,2,-1,-1
1,198812,1,5,1,1,1,1,13,1,2200,2,2,-1,-1
1,198701,1,3,1,1,1,1,15,1,3000,2,1,3,-1
1,198604,1,3,1,2,1,1,6,3,3000,2,2,-1,200812
2,198609,1,3,1,2,1,1,7,1,2000,2,2,-1,200612
1,196901,1,3,1,2,1,1,4,1,3000,2,2,-1,199004
1,197911,1,4,1,2,1,1,6,3,3500,2,2,-1,200112
2,198407,1,4,1,2,1,1,6,3,3000,2,1,3,201202
1,198404,1,6,1,2,1,1,10,1,4000,2,2,-1,201002
1,199002,1,6,1,1,1,1,15,1,3500,2,1,3,-1
2,198911,1,6,2,1,1,1,15,1,2600,2,1,2,-1
1,197607,1,3,2,2,1,1,4,3,6000,2,2,-1,200411
1,196309,1,3,1,2,1,1,4,3,7000,2,2,-1,198510
2,196808,1,3,1,2,1,1,6,3,3000,2,2,-1,199811
2,198802,1,4,1,1,1,1,7,1,2800,2,2,-1,-1
2,198710,1,6,2,1,1,1,15,1,4000,2,1,3,-1
1,199409,1,3,1,2,4,1,-1,-1,-1,2,2,-1,201111
2,198105,1,7,2,2,1,1,12,1,10000,7,1,2,200608
2,198805,1,3,1,2,1,1,15,1,2500,2,2,-1,200702
2,197901,1,6,1,2,1,1,1,1,4000,2,1,2,200607
1,197812,4,6,2,2,1,1,13,1,-9,7,1,1,201001
2,198312,2,8,2,2,1,1,13,1,2000,7,1,2,200910
2,198312,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200412
1,196510,1,3,1,2,1,1,6,3,2000,2,2,-1,198811
1,197602,1,7,2,2,1,1,13,1,12000,7,1,1,200612
1,198005,1,8,2,1,1,2,8,2,10000,5,3,-1,-1
1,198709,1,7,2,2,1,1,13,1,4000,2,1,3,-9
1,196911,1,3,1,2,1,2,9,1,2000,4,1,3,199201
1,198305,1,7,2,2,1,1,13,1,8000,5,1,1,200912
1,197911,1,8,2,2,1,1,13,1,8000,7,1,2,200808
1,197903,3,7,2,2,1,1,13,1,8000,7,1,2,200710
1,197007,1,3,1,2,1,1,6,3,4500,2,2,-1,199512
1,198503,1,4,1,1,1,1,8,3,5000,2,2,-1,-1
2,196406,1,2,1,2,1,1,6,3,5000,2,2,-1,198701
1,197409,1,3,1,2,1,1,6,3,4000,2,2,-1,199801
1,195303,1,2,2,3,1,1,4,3,2500,2,2,-1,197412
2,198909,1,3,1,1,3,1,-1,-1,-1,1,2,-1,-1
2,197608,1,4,1,2,1,1,6,3,5000,2,2,-1,200004
1,198308,1,4,1,2,1,1,7,1,3000,2,1,1,200808
2,198006,1,3,1,2,4,1,-1,-1,-1,2,2,-1,200311
1,196204,1,3,1,2,1,1,6,3,2000,2,2,-1,198610
1,197201,1,4,1,2,1,1,6,3,2500,2,2,-1,199610
1,197311,1,4,1,2,1,1,4,2,20000,2,2,-1,199601
1,198410,1,3,1,2,1,1,6,3,1800,2,2,-1,200701
1,198006,1,3,1,2,1,1,15,3,6000,2,2,-1,-9
2,197210,1,3,1,2,1,1,7,1,1800,2,2,-1,199205
2,196603,1,3,1,2,1,1,6,3,2000,2,2,-1,198601
1,196803,1,4,2,2,1,1,10,1,3000,2,1,2,199110
1,196603,1,4,2,2,1,1,8,3,3000,2,2,-1,198510
2,198201,1,6,2,2,1,1,15,1,6000,2,1,1,200911
2,198201,1,8,2,2,1,1,13,1,15000,7,1,1,200802
2,197804,1,7,2,2,4,1,-1,-1,-1,2,2,-1,200402
1,196203,1,4,1,2,1,1,8,1,1300,4,2,-1,198509
1,198701,1,4,1,2,1,1,15,1,1500,1,1,3,201105
1,198304,1,7,2,2,1,1,13,1,5000,2,2,-1,200805
1,199006,1,4,1,1,1,1,8,1,2000,4,2,-1,-1
2,197509,1,4,1,2,5,1,-1,-1,-1,7,2,-1,200309
1,196808,1,7,2,2,1,1,7,2,10000,7,2,-1,199204
2,198505,1,7,2,1,1,2,10,1,3500,4,2,-1,-1
1,197602,1,4,2,2,1,1,7,1,6000,2,1,2,201004
1,197205,1,4,1,2,1,1,6,2,10000,7,2,-1,200002
2,197909,1,6,1,2,1,2,12,3,5000,7,2,-1,200405
1,199010,1,7,1,1,6,2,-1,-1,-1,7,2,-1,-1
2,197607,1,5,1,2,5,1,-1,-1,-1,2,2,-1,199911
2,197306,1,6,2,2,1,1,6,1,5000,7,1,2,199709
1,196310,1,5,2,3,1,1,4,1,5000,7,1,2,198810
1,198610,1,4,1,2,1,1,6,1,2000,2,2,-1,200909
1,197310,1,4,1,2,3,2,-1,-1,-1,4,2,-1,199210
2,197012,1,3,2,2,5,2,-1,-1,-1,7,2,-1,199310
1,197210,1,7,2,2,1,1,6,2,8000,7,1,2,200101
1,197805,1,6,2,2,1,1,1,2,5000,7,2,-1,200008
2,197611,1,6,2,2,1,1,11,1,6000,7,1,2,200312
2,197111,1,7,2,2,5,1,-1,-1,-1,7,2,-1,199605
2,199309,1,7,1,1,6,1,-1,-1,-1,7,3,-1,-1
2,198706,1,3,1,1,1,1,6,1,2000,2,1,2,-1
2,198502,1,3,1,2,1,1,6,1,1500,1,2,-1,200911
2,197612,1,3,1,3,1,1,8,3,2800,2,1,3,199612
1,196606,1,3,2,2,1,3,6,2,3000,2,2,-1,198704
1,197412,1,6,2,2,1,1,1,3,10000,2,1,3,200012
2,198506,1,3,1,2,1,1,8,3,3000,2,1,1,200810
2,198306,1,6,2,2,5,1,-1,-1,-1,2,1,3,200610
2,197711,1,7,2,2,1,1,13,1,3000,2,1,1,200410
1,198412,1,4,1,2,4,1,-1,-1,-1,2,2,-1,200909
1,198206,1,3,1,2,4,2,-1,-1,-1,2,2,-1,200909
1,198202,1,3,1,2,1,1,9,1,10000,2,2,-1,200902
2,197401,1,3,1,2,4,2,-1,-1,-1,2,2,-1,199410
1,198309,1,3,1,2,1,1,8,3,10000,2,2,-1,200601
1,197507,1,7,2,2,1,1,15,1,3000,7,2,-1,200402
2,198107,1,4,1,1,1,1,15,1,3000,2,2,-1,-1
2,198410,1,6,2,1,4,1,-1,-1,-1,2,2,-1,-1
1,198009,1,7,2,2,1,2,15,1,5000,7,1,2,200808
2,198011,1,7,2,1,1,1,13,3,6000,2,1,2,-1
2,197903,1,6,2,2,1,1,12,1,4000,7,1,2,200504
2,197506,3,3,1,4,1,2,6,1,4000,2,1,2,-9
1,197309,1,6,2,2,1,1,13,3,5000,2,1,2,200001
1,198105,1,7,2,2,1,1,13,3,6000,2,1,2,200910
2,198511,1,4,1,2,1,3,1,1,2800,2,2,-1,200402
2,198104,1,6,1,1,1,1,4,1,6000,2,1,3,-1
2,198811,1,4,1,1,1,1,6,1,3000,2,2,-1,-1
1,198809,1,5,1,2,1,1,13,1,5000,2,2,-1,201201
1,198508,1,6,1,2,1,1,4,1,3000,2,2,-1,201110
1,198602,1,3,1,2,1,1,4,1,2000,2,2,-1,200802
1,199602,1,4,1,1,6,2,-1,-1,-1,2,2,-1,-1
1,198110,1,2,1,2,1,1,6,1,5000,2,2,-1,200412
2,196911,1,3,1,2,1,1,8,1,2000,2,2,-1,199012
2,197711,1,3,1,3,1,1,8,1,3000,2,2,-1,199903
2,198704,1,3,1,2,1,1,8,1,3000,2,1,3,200801
1,199012,1,3,1,2,1,1,7,3,4000,2,2,-1,201201
1,196708,1,3,1,2,1,1,7,3,5000,2,2,-1,198910
1,199010,1,3,1,1,1,1,6,1,2700,2,1,2,-1
1,197904,1,4,1,2,1,1,13,1,3000,2,1,3,200312
2,198612,1,2,2,2,1,1,9,1,6000,2,2,-1,-9
1,199509,1,3,1,1,1,1,7,4,3500,2,2,-1,-1
1,199411,1,6,2,1,1,1,11,1,4500,2,2,-1,-1
2,198808,1,7,1,1,1,1,4,1,1000,2,2,-1,-1
1,197411,1,4,1,2,1,1,10,1,5000,2,2,-1,200403
1,199108,1,6,1,1,1,1,4,1,900,2,2,-1,-1
2,198302,1,3,1,2,5,1,-1,-1,-1,4,2,-1,200312
1,198202,3,7,2,1,1,2,7,2,8000,2,2,-1,-1
1,197012,1,2,1,2,1,1,7,3,6000,2,2,-1,199112
2,199006,1,4,1,2,5,2,-1,-1,-1,2,2,-1,201201
2,197508,1,3,1,2,1,1,7,3,4000,2,2,-1,199809
2,196502,1,3,1,2,1,1,6,3,6000,2,2,-1,198711
1,198707,1,6,2,1,1,2,8,1,2000,2,1,1,-1
1,198603,1,6,1,1,1,2,8,1,1800,2,2,-1,-1
2,198710,1,6,1,1,1,2,8,1,1500,2,2,-1,-1
1,198410,1,6,2,1,1,1,13,1,2500,2,2,-1,-1
1,197712,1,4,1,2,1,2,12,1,2700,2,2,-1,200710
2,199007,1,5,1,1,1,2,7,1,1800,2,2,-1,-1
1,196403,1,3,1,2,1,2,4,2,15000,2,2,-1,198905
2,197005,1,3,1,2,1,2,9,1,1300,2,2,-1,199005
2,198706,1,6,2,1,1,2,9,1,1800,2,2,-1,-1
2,198205,1,4,1,2,1,2,6,2,30000,2,2,-1,200905
1,198810,1,6,1,1,1,2,10,1,1600,2,2,-1,-1
2,198512,1,8,2,1,1,2,8,1,1690,4,1,3,-1
1,198908,1,4,1,2,1,1,6,1,2300,2,2,-1,201012
1,197906,1,3,1,2,1,1,13,3,3500,2,2,-1,200309
2,198704,1,6,1,1,1,1,10,1,1500,2,1,1,-1
2,198301,1,6,2,2,1,1,1,1,4500,2,1,1,200905
1,198611,1,7,2,1,6,1,-1,-1,-1,2,2,-1,-1
1,196307,1,3,1,2,1,2,6,3,1500,2,2,-1,198510
1,197703,1,3,1,2,1,1,8,3,3000,2,2,-1,200202
1,197408,1,3,1,2,1,1,7,3,5500,2,2,-1,199501
2,197201,1,3,1,2,1,2,15,2,1700,2,1,1,199311
2,199008,8,4,1,2,5,2,-1,-1,-1,2,2,-1,200903
1,197701,8,3,1,2,1,1,15,1,3000,2,2,-1,200010
1,196802,1,3,1,2,1,1,15,2,5000,2,2,-1,198909
2,197607,1,3,1,2,5,2,-1,-1,-1,2,2,-1,200010
2,198806,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200801
1,197105,1,1,1,2,1,3,15,1,3200,2,2,-1,-9
2,197106,1,3,2,2,1,2,7,3,5500,2,2,-1,-9
1,196909,1,3,1,2,1,1,7,3,6000,2,3,-1,199101
1,197506,1,3,1,2,1,1,6,3,5000,2,2,-1,199902
2,198704,1,3,1,2,1,1,6,3,4500,2,3,-1,200905
1,197908,1,6,2,2,1,2,6,3,4000,2,3,-1,200602
1,197110,1,3,1,2,1,1,6,3,5000,2,2,-1,199801
1,197812,1,3,1,2,1,1,7,4,5000,2,2,-1,200209
2,198209,1,3,1,2,1,1,7,3,3000,2,3,-1,200703
1,198702,1,4,1,2,1,2,4,1,4500,2,1,1,200609
1,197310,1,3,1,2,1,1,15,3,4000,2,2,-1,199902
2,198807,1,3,1,2,1,1,7,3,4000,2,3,-1,200812
1,196605,1,3,1,2,1,1,7,3,3000,2,2,-1,198511
1,196605,1,3,1,2,5,1,-1,-1,-1,2,3,-1,200908
2,198001,1,4,1,2,1,1,6,3,4000,2,3,-1,200211
2,196608,1,3,1,4,1,1,8,3,2500,2,2,-1,198702
2,197804,1,3,1,2,1,1,6,4,4000,2,3,-1,200012
2,197607,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200310
2,198611,1,3,1,2,1,1,7,3,4000,2,3,-1,200702
1,199411,8,3,1,1,3,2,-1,-1,-1,2,2,-1,-1
2,198312,1,3,1,2,5,2,-1,-1,-1,2,2,-1,200510
2,197401,8,3,1,2,5,2,-1,-1,-1,2,2,-1,-9
2,196605,1,1,1,2,5,2,-1,-1,-1,2,2,-1,198709
1,198110,8,3,1,2,1,1,15,2,5000,2,2,-1,200610
1,197708,1,3,1,2,1,2,7,3,2700,2,2,-1,200002
1,198501,1,2,1,2,1,1,15,1,5000,2,2,-1,200502
2,198605,1,3,1,2,5,1,-1,-1,-1,2,2,-1,200610
2,198710,1,4,2,1,1,1,6,1,3500,2,3,-1,-1
1,198110,1,3,1,2,1,1,8,1,1600,6,3,-1,200805
2,198601,1,3,1,2,1,2,8,1,700,2,2,-1,200707
2,197907,19,3,1,2,1,1,7,1,1500,2,2,-1,200703
1,198706,1,4,1,2,1,1,6,3,4000,2,2,-1,200906
2,197703,1,3,1,2,1,1,6,3,2500,2,2,-1,199901
1,197511,1,4,1,2,1,1,8,3,10000,2,2,-1,200112
2,198208,1,5,2,2,1,1,8,1,3500,2,1,2,201105
1,197508,1,3,1,2,1,1,15,1,6500,2,1,1,199712
1,196305,1,2,1,2,1,2,1,1,200,2,2,-1,198512
1,196612,1,3,1,2,1,1,15,2,3000,2,1,1,198809
1,197809,1,3,1,2,2,2,15,3,3000,2,1,1,200912
2,197111,8,1,1,2,5,2,-1,-1,-1,2,1,1,199302
2,198008,1,2,1,2,1,2,15,2,1300,2,1,1,200808
1,198108,1,3,1,2,1,1,6,3,5000,2,2,-1,-9
1,198803,1,3,1,1,1,1,8,1,2000,2,2,-1,-1
2,199006,1,6,1,1,1,1,12,1,2500,2,2,-1,-1
1,198205,1,4,1,2,1,1,7,3,3300,2,2,-1,200205
